,Name,main_category,sub_category,Image,link,ratings,no_of_ratings,discount_price,actual_price
3901,"Kodak 180GSM Photo Paper for Canon, HP, Kodak, Epson, Dell, Lexmark Printers - Pack of 100 Sheets, White, 5R (VMS180G5R100KD)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41OvKoCRoYL._AC_UL800_.jpg,https://www.amazon.in/Kodak-180GSM-Photo-Lexmark-Printers/dp/B07DYT1KDG/ref=sr_1_8903?qid=1679134196&s=electronics&sr=1-8903,4.1,352,₹295,₹310
3902,"(Renewed) boAt Rockerz 255 Pro Made in India in Ear Bluetooth Neckband with Upto 10 Hours Playback, ASAP Charge, IPX5, boA...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51xIhOcdAuL._AC_UL800_.jpg,https://www.amazon.in/boAt-Rockerz-255-Bluetooth-Integrated/dp/B0BNDKZG1X/ref=sr_1_8904?qid=1679134196&s=electronics&sr=1-8904,3.5,3,₹999,"₹3,499"
3903,CASEOLOGY by Spigen Nano Pop Thermoplastic Polyurethane and PC Back Cover Compatible for Samsung Galaxy S21 FE 5G ( Light ...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/514Z1Zmhd2L._AC_UL800_.jpg,https://www.amazon.in/Caseology-Compatible-Samsung-Thermoplastic-Polyurethane/dp/B092RJ1PHJ/ref=sr_1_8905?qid=1679134196&s=electronics&sr=1-8905,4.4,767,"₹1,799","₹2,699"
3904,"iClever Kids Unicorn Headphones for Girl Over The Ear Headphone with Mic/Shareport, Wired Cat Ear Headphones,94dB Volume L...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61Vgic5YSsS._AC_UL800_.jpg,https://www.amazon.in/iClever-Headphones-Microphone-Headsets-Headphone/dp/B071D9JHKG/ref=sr_1_8906?qid=1679134196&s=electronics&sr=1-8906,4.2,"13,375","₹1,699","₹3,999"
3905,"iClever Kids Unicorn Headphones for Girl Over The Ear Headphone with Mic/Shareport, Wired Cat Ear Headphones,94dB Volume L...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61Vgic5YSsS._AC_UL800_.jpg,https://www.amazon.in/iClever-Headphones-Microphone-Headsets-Headphone/dp/B071D9JHKG/ref=sr_1_8907?qid=1679134198&s=electronics&sr=1-8907,4.2,"13,375","₹1,699","₹3,999"
3906,SPYKART New Trending Universal 360 ° Rotation Car Dashboard Mobile Phone Holder Mount for All Mobile Phone 3.5-7 inch (Pol...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41FM1W-GXuL._AC_UL800_.jpg,https://www.amazon.in/SPYKART-Trending-Universal-Dashboard-Polycarbonate/dp/B0BFLXNL4B/ref=sr_1_8908?qid=1679134198&s=electronics&sr=1-8908,3.6,49,₹279,"₹1,199"
3907,"(Renewed) DELL Latitude 5490 Core i5 7th Gen Laptop, 16 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Scree...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/418cc1MvF1L._AC_UL800_.jpg,https://www.amazon.in/Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BLVWGT1C/ref=sr_1_8909?qid=1679134198&s=electronics&sr=1-8909,2.6,10,"₹22,482","₹60,000"
3908,TheGiftKart Ultra-Hybrid Crystal Clear Back Case Cover for iPhone XR | Shockproof Design | Camera Protection Bump | Hard C...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61OJI3kkZ7L._AC_UL800_.jpg,https://www.amazon.in/TheGiftKart-Ultra-Hybrid-Shockproof-Protection-Transparent/dp/B0BT9X381N/ref=sr_1_8910?qid=1679134198&s=electronics&sr=1-8910,5,1,₹299,₹999
3909,CROSSVOLT Tempered Glass Compatible with Google pixel 6a with Military-Grade Anti-Explosion Edge-to-Edge Coverage Screen P...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61v-xlvLuML._AC_UL800_.jpg,https://www.amazon.in/CROSSVOLT-Compatible-6a-Military-Grade-Anti-Explosion/dp/B0BSR1HNTH/ref=sr_1_8911?qid=1679134198&s=electronics&sr=1-8911,3.8,10,₹249,₹999
3910,"OBAGE HT-244 130 Watts 4.1 Home Theatre System with Optical in, Bluetooth 5.0, USB, FM, AUX","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81Re6BLRxzL._AC_UL800_.jpg,https://www.amazon.in/OBAGE-HT-244-Theatre-Optical-Bluetooth/dp/B0B5735B4L/ref=sr_1_8912?qid=1679134198&s=electronics&sr=1-8912,4.5,222,"₹8,497","₹15,000"
3911,Robustrion Deer Pattern Flip Stand Case Cover for Samsung Galaxy Tab A8 10.5 inch [SM-X200/X205/X207] 2022 - Grey,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71XTuwa7K7L._AC_UL800_.jpg,https://www.amazon.in/Robustrion-Pattern-Samsung-Galaxy-SM-X200/dp/B09Q3HH9M1/ref=sr_1_8913?qid=1679134198&s=electronics&sr=1-8913,4.5,956,₹549,"₹1,999"
3912,"MAYA BALLE® Camera Lens Protector Compatible for iPhone 13/iPhone 13 Mini, [Anti-Scratch] Premium Tempered Glass Film Alum...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71iuBKOGvVL._AC_UL800_.jpg,https://www.amazon.in/MAYA-Protector-Compatible-Anti-Scratch-Cover-Black/dp/B0BNX1C4H5/ref=sr_1_8914?qid=1679134198&s=electronics&sr=1-8914,3.9,12,₹236.55,₹899
3913,Wireless Bluetooth Headphones Earphones for vivo iQOO Z6 Pro Original Sports Bluetooth Wireless Earphone with Deep Bass an...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51dQRgJ+qxL._AC_UL800_.jpg,https://www.amazon.in/Headphones-vivo-iQOO-Z6-Pro/dp/B0BG33V6PD/ref=sr_1_8915?qid=1679134198&s=electronics&sr=1-8915,3,2,₹590,₹998
3914,AmazonBasics Lightweight Mini Tripod | Maximum Height 19 cm | Maximum Load Up to 500 gm | For Mobiles and Compact Cameras...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71A9Od4XGUL._AC_UL800_.jpg,https://www.amazon.in/AmazonBasics-WT0352G-Lightweight-Mini-Tripod/dp/B00M78G2VO/ref=sr_1_8916?qid=1679134198&s=electronics&sr=1-8916,3.7,"13,355",₹299,₹500
3915,"SIDRUM D2 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap, Compatible for Nikon, Canon, Sony Mirrorless C...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81TVDf97V5L._AC_UL800_.jpg,https://www.amazon.in/SIDRUM-D2-Adjustable-Compatible-Mirrorless/dp/B09KH6CN1M/ref=sr_1_8917?qid=1679134198&s=electronics&sr=1-8917,4.3,179,₹664,₹999
3916,"Klsniur Mount/Tablet Car Backseat Seat Mount/Tablet Headrest Universal 360° Rotating Holder Adjustable for All 6""-10.5"" Ta...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61T3sqCfEqL._AC_UL800_.jpg,https://www.amazon.in/Headrest-Backseat-Universal-Rotating-Adjustable/dp/B07VD3QTXD/ref=sr_1_8918?qid=1679134198&s=electronics&sr=1-8918,4.5,"5,447",₹999,"₹2,999"
3917,Crucial RAM 4GB DDR4 2666 MHz CL19 Laptop Memory CT4G4SFS8266,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71exOjbZWiL._AC_UL800_.jpg,https://www.amazon.in/Crucial-CT4G4SFS8266-2666MHz-260-Pin-SO-DIMM/dp/B07HP78DZ5/ref=sr_1_8919_mod_primary_new?qid=1679134198&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-8919,4.5,"29,385","₹1,091","₹2,290"
3918,TheGiftKart Flip Back Cover Case for Samsung Galaxy M13 5G | Genuine Leather Finish | Designer Button | Inbuilt Pockets & ...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61MlZ26vPnL._AC_UL800_.jpg,https://www.amazon.in/TheGiftKart-Samsung-Genuine-Leather-Designer/dp/B0B6RL2PN5/ref=sr_1_8920?qid=1679134198&s=electronics&sr=1-8920,4.3,148,₹299,₹999
3919,Micromax X778 Marsala,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61EpszfoBgL._AC_UL800_.jpg,https://www.amazon.in/Micromax-X778-Marsala/dp/B09GKPKL4J/ref=sr_1_8921?qid=1679134198&s=electronics&sr=1-8921,3.4,93,"₹1,199","₹1,999"
3920,Cotbolt Silicon Case Compatible for Fire TV Stick 2021 Remote Control 3rd Generation Alexa Voice Firetvstick Cover (Black)...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81E0qMfQ9vL._AC_UL800_.jpg,https://www.amazon.in/Cotbolt-Compatible-Generation-Firetvstick-Included/dp/B09V5PPRBM/ref=sr_1_8922?qid=1679134198&s=electronics&sr=1-8922,4.4,308,₹349,₹999
3921,"UBON Bluetooth Earphone with Mic, Quick Charging in Ear Wireless Neckband with Up to 40 Hours Playtime, Hi-Fi Music & Bas...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51TmKbtV0mL._AC_UL800_.jpg,https://www.amazon.in/UBON-CL-4080-Bluetooth-Travelling-Activities/dp/B09HPY1TCN/ref=sr_1_8923?qid=1679134198&s=electronics&sr=1-8923,4,205,₹898,"₹2,999"
3922,JEBISON Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & ...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81cM8k3T7gL._AC_UL800_.jpg,https://www.amazon.in/JEBISON-Standard-Multi-Purpose-Ergonomic-Engineered/dp/B0BTJ941KN/ref=sr_1_8924?qid=1679134198&s=electronics&sr=1-8924,4.1,11,₹219,₹699
3923,MOSHKING Back Cover for Samsung Galaxy A73 5G with Slide Camera || Heavy Duty Military Grade Protection Mobile Phone Case ...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61HYyGJ40gL._AC_UL800_.jpg,https://www.amazon.in/MOSHKING-Samsung-Galaxy-Military-Protection/dp/B0BPPNSJG5/ref=sr_1_8925?qid=1679134198&s=electronics&sr=1-8925,4,6,₹499,₹999
3924,Spigen Optik Tempered Glass Camera Lens Protector Guard for iPhone 13 Pro and iPhone 13 Pro Max (Clear) - 2 Pack,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61j8hkL1VnL._AC_UL800_.jpg,https://www.amazon.in/Spigen-Tempered-Camera-Protector-iPhone/dp/B09KB2NN4W/ref=sr_1_8926?qid=1679134198&s=electronics&sr=1-8926,4.2,"2,073","₹1,199","₹2,899"
3925,"Amazon Basics USB 2.0 Extension Cable for Personal Computer, Printer, 2-Pack - A-Male to A-Female - 3.3 Feet (1 Meter, Black)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71u+YXbDsHL._AC_UL800_.jpg,https://www.amazon.in/AmazonBasics-Extension-Cable-2-Pack-Female/dp/B00NH13Q8W/ref=sr_1_8927?qid=1679134198&s=electronics&sr=1-8927,4.4,"77,384",₹379,₹800
3926,Blackt Electrotech (BT16D) : Wireless Remote Control Switch System for 4 Lights and 1 Fan with Speed Speed Display,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61qnFIVM6yL._AC_UL800_.jpg,https://www.amazon.in/Blackt-Electrotech-BT16D-Wireless-Control/dp/B07FDYM3MM/ref=sr_1_8928?qid=1679134198&s=electronics&sr=1-8928,4.1,586,"₹1,286","₹1,800"
3927,AmazonBasics USB 3.1 Type-C to 3 Port USB Hub with Ethernet Adapter - White,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41G53jD0T-L._AC_UL800_.jpg,https://www.amazon.in/AmazonBasics-Type-C-Port-Ethernet-Adapter/dp/B01M8I8KMH/ref=sr_1_8929?qid=1679134198&s=electronics&sr=1-8929,4.4,"3,484",,"₹1,495"
3928,"OneAudio USB C Hub 7 in 2 Adapter PD Power Delivery, SD/TF Card Reader, 4K USB C to HDMI, 2 USB 3.0 Ports Type C for 2016 ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71OIau2DWwL._AC_UL800_.jpg,https://www.amazon.in/OneAudio-Adapter-Delivery-Reader-MacBook/dp/B07SMXLCKQ/ref=sr_1_8930?qid=1679134198&s=electronics&sr=1-8930,4,274,"₹1,999","₹4,829"
3929,"Infinity (JBL Glide 500, 20 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer,...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71CM0FCo3BL._AC_UL800_.jpg,https://www.amazon.in/Infinity-Glide-500-Wireless-Headphones/dp/B07W5MYRF4/ref=sr_1_8931?qid=1679134199&s=electronics&sr=1-8931,4.2,"43,224","₹1,599","₹3,499"
3930,"Sounce Earphone Case Cover Compatible with Boat Airdopes 161, Soft Silicone Skin Case Cover Shock-Absorbing Protective Cas...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51-K9fyVL4L._AC_UL800_.jpg,https://www.amazon.in/Sounce-Earphone-Compatible-Shock-Absorbing-Protective/dp/B0BQ77MJTR/ref=sr_1_8932?qid=1679134199&s=electronics&sr=1-8932,4.7,100,₹199,₹999
3931,Techno Simba Buds - Bluetooth Wireless Earphones,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51sGq1BiVUL._AC_UL800_.jpg,https://www.amazon.in/Techno-Simba-Buds-Bluetooth-Earphones/dp/B0B68N2YYW/ref=sr_1_8933?qid=1679134199&s=electronics&sr=1-8933,3.8,4,"₹1,999","₹4,286"
3932,Spigen Optik Camera Lens Tempered Protector Guard for iPhone 14 Pro / 14 Pro Max (Clear) - 2 Pack,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61rcvGbXToL._AC_UL800_.jpg,https://www.amazon.in/Spigen-Camera-Tempered-Protector-iPhone/dp/B0BGYTK4N9/ref=sr_1_8934?qid=1679134199&s=electronics&sr=1-8934,4.2,194,"₹1,199","₹2,499"
3933,Mustang Orchestral Music Stand with FREE Carry Cover And Folding Plate,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41Rkip-MNJL._AC_UL800_.jpg,https://www.amazon.in/Mustang-Orchestral-Music-Stand-Black/dp/B077NZYX72/ref=sr_1_8935?qid=1679134199&s=electronics&sr=1-8935,4.2,472,"₹1,298","₹2,490"
3934,"Omeron m i Original New Series 2023 Bluetooth Wireless Smart Watch, Fitness Band for Boys, Girls, Men, Women & Kids | Spor...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61mLGiYGhSL._AC_UL800_.jpg,https://www.amazon.in/Omeron-Original-Bluetooth-Wireless-Modes-ROSEGOLD/dp/B0BQCZNKW7/ref=sr_1_8936?qid=1679134199&s=electronics&sr=1-8936,3.4,8,₹799,"₹2,999"
3935,7SEVEN™ Bluetooth Voice Command Remote Compatible for oneplus Remote | 1+ Android TV Remote | one plus tv Remote with Netf...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41J02s-As4L._AC_UL800_.jpg,https://www.amazon.in/7SEVENTM-Bluetooth-Command-oneplus-Assistant/dp/B09B3F46P2/ref=sr_1_8937?qid=1679134199&s=electronics&sr=1-8937,3.6,197,₹849,"₹2,999"
3936,CraftDev A500MB Portable Paper Trimmer 12 Inch Cut,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71bAXU-1BCL._AC_UL800_.jpg,https://www.amazon.in/CraftDev-A500MB-Portable-Paper-Trimmer/dp/B01MR7PJY5/ref=sr_1_8938?qid=1679134199&s=electronics&sr=1-8938,4,706,₹349,₹600
3937,"Smart Watch for Men | ID116 for Men/Women | 1.3 inches Touchscreen Bluetooth Smart Watches, Heart Rate Activity Tracker, C...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61EclBYcocL._AC_UL800_.jpg,https://www.amazon.in/Touchscreen-Bluetooth-Activity-Compatible-Smartphones/dp/B0BS92XT4C/ref=sr_1_8939?qid=1679134199&s=electronics&sr=1-8939,4.1,10,₹399,"₹1,599"
3938,"Ceptics Europe Travel Adapter, 2 in 1 India to Europe, Germany, France Schuko Adapter - Type E/F European Plug Adapter for...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61obCi4++HL._AC_UL800_.jpg,https://www.amazon.in/Ceptics-Europe-Travel-Adapter-Germany/dp/B0BNWYP937/ref=sr_1_8940?qid=1679134199&s=electronics&sr=1-8940,4.7,"11,804",₹699,"₹1,499"
3939,Netgear WiFi Range Extender EX6120-Extend Your Internet Wi-Fi up to 1200 sq ft & 20 Devices with AC1200 Dual Band Wireless...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71tdcraOunL._AC_UL800_.jpg,https://www.amazon.in/NETGEAR-WiFi-Booster-Range-Extender/dp/B013SCBJ10/ref=sr_1_8941?qid=1679134199&s=electronics&sr=1-8941,3.6,"7,280","₹2,399","₹4,999"
3940,Wired Earphones for OnePlus Nord/One Plus Nord Earphone Original Like Wired Stereo Deep Bass Head Hands-free Headset Earbu...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51phn5DO7JL._AC_UL800_.jpg,https://www.amazon.in/OnePlus-Nord-One-Plus-Hands-free/dp/B0BRQ6L9QJ/ref=sr_1_8942?qid=1679134199&s=electronics&sr=1-8942,2,2,₹349,₹999
3941,MOKOBARA The Transit Backpack Laptop Bag for Men and Women,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81jCKmp-Y-L._AC_UL800_.jpg,https://www.amazon.in/Mokobara-Transit-Backpack-Laptop-Sunray/dp/B09V7R98XC/ref=sr_1_8943?qid=1679134199&s=electronics&sr=1-8943,4.4,449,"₹5,499","₹9,999"
3942,"LEPOSE Camera Wall Mount, CCTV DVR Rack/NVR/Server/Network Rack, CCTV Camera Server Rack, dvr Box, dvr Rack, dvr Box Wall ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51j9iYQy3YL._AC_UL800_.jpg,https://www.amazon.in/Lepose-Wall-Mount-CCTV-Cameras/dp/B07V55K8C4/ref=sr_1_8944?qid=1679134199&s=electronics&sr=1-8944,3.6,"1,140","₹1,099","₹1,499"
3943,"Fire-Boltt Pioneer 1.95"" Smart Watch, High Resolution 320 * 385 Bluetooth Calling with 500 + Watch Faces, Always On, Rotat...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61W3BlnvsRL._AC_UL800_.jpg,https://www.amazon.in/Fire-Boltt-Resolution-Bluetooth-Assistant-Calculator/dp/B0BP1FSCB7/ref=sr_1_8945?qid=1679134199&s=electronics&sr=1-8945,3.7,59,"₹1,899","₹18,999"
3944,M7 Slim Cover for-iPhone 7 Plus - Shockproof Soft Silicone Anti Dust Plug Back Cover/Case for Girls & Boys | Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31u8ghrLfkL._AC_UL800_.jpg,https://www.amazon.in/M7-Cover-iPhone-Silicone-Shockproof/dp/B09F3MHJQV/ref=sr_1_8946?qid=1679134199&s=electronics&sr=1-8946,3.6,48,₹149,₹999
3945,Dynotrek Zipper 15.6 Inch Laptop Sleeve Case Cover with Charger Pouch Handle for Men Women Compatible Chromebook 15 Aspire...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/7127ROx+AwS._AC_UL800_.jpg,https://www.amazon.in/Dynotrek-Zipper-Water-Resistant-Chromebook-Mack-Book/dp/B0993QP3SK/ref=sr_1_8947?qid=1679134199&s=electronics&sr=1-8947,4.2,"6,358",₹449,"₹1,599"
3946,"ARDAKI 5 in 1 Keyboard & Earphone Cleaner Brush Laptop Cleaning Kit Cleaning Pen for Airpods Cleaner Soft Brush, Airpods C...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41j1aYIhFhL._AC_UL800_.jpg,https://www.amazon.in/ARDAKI-Keyboard-Earphone-Cleaner-Cleaning/dp/B0BDX37QM1/ref=sr_1_8948?qid=1679134199&s=electronics&sr=1-8948,4.6,75,₹99,₹879
3947,"Episkey 7-in-1 Electronic Cleaner Kit,Keyboard Cleaner,Laptop Cleaner Kit for Monitor, Cell Phone, Bluetooth,Headset, Leg...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61xcdEEd0qL._AC_UL800_.jpg,https://www.amazon.in/Episkey-Electronic-Cleaner-Keyboard-Bluetooth/dp/B0BT8391V3/ref=sr_1_8949?qid=1679134199&s=electronics&sr=1-8949,5,3,₹349,₹999
3948,"SupCares Edge to Edge Tempered Glass for Redmi 10 Power, Redmi 10 and Redmi 10C (6.7 inch) with Easy Self Installation Kit...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61tDrVXvGqL._AC_UL800_.jpg,https://www.amazon.in/SupCares-Tempered-Glass-Redmi-Installation/dp/B0B1Q39KX2/ref=sr_1_8950?qid=1679134199&s=electronics&sr=1-8950,4.1,25,₹289,₹799
3949,Classmate Invento Geometry Box | Self Centering Die-Cast Compass | Rust resistant instruments | Available in your favourit...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71biEORoppL._AC_UL800_.jpg,https://www.amazon.in/Classmate-Invento-Disney-Geo-Box/dp/B01NBOEVW1/ref=sr_1_8951_mod_primary_new?qid=1679134199&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-8951,4.1,286,₹94,₹150
3950,"Storite 1.5M 90 Degree L Shape 3 Pin PC Power Cable IEC Mains Kettle Lead Replacement Cord for Desktop, Monitor & Printer...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81WmxzpbOSL._AC_UL800_.jpg,https://www.amazon.in/Storite-Power-Cable-Replacement-Desktop/dp/B09BMYFWLP/ref=sr_1_8952?qid=1679134199&s=electronics&sr=1-8952,4.2,267,₹299,₹999
3951,"LOXXO® Microfiber Candy Case Compatible for iPhone 12/iPhone 12 Pro 6.1 inch, Shockproof Slim Back Cover Liquid Silicone C...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61JzxM2C7HL._AC_UL800_.jpg,https://www.amazon.in/Compatible-12-Silicone-Anti-Scratch-Microfiber/dp/B08L7SNN41/ref=sr_1_8953?qid=1679134199&s=electronics&sr=1-8953,3.9,"2,627",₹449,₹999
3952,"Shopping Wave Plastic Laptop Stand, Compatible with 9-15.6 inch Laptops, Tab, Mack Book, 7 Angles Adjustable Tabletop, Ant...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31bkvQ2DOPL._AC_UL800_.jpg,https://www.amazon.in/Shopping-Wave-Compatible-Adjustable-Multicolor/dp/B0BV2B8M42/ref=sr_1_8954?qid=1679134199&s=electronics&sr=1-8954,3,14,₹299,₹999
3953,Spigen Liquid Air Back Cover Case Compatible with iPhone 14 Plus (TPU | Matte Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71fxE562VGL._AC_UL800_.jpg,https://www.amazon.in/Spigen-Liquid-Cover-Compatible-iPhone/dp/B0B1P2T6RB/ref=sr_1_8955?qid=1679134200&s=electronics&sr=1-8955,4.6,124,₹899,"₹2,099"
3954,Blaupunkt SBW600 5.1 Dolby Audio Home Theater Surround Soundbar with Wireless Rear Satellites I 360W with 20.32cm Subwoofe...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61T-Yy6tT-L._AC_UL800_.jpg,https://www.amazon.in/Blaupunkt-SBW600-Surround-Satellites-Subwoofer/dp/B09Y99SZ3H/ref=sr_1_8956?qid=1679134200&s=electronics&sr=1-8956,4.1,320,"₹17,990","₹29,990"
3955,"AirCase C41- Earphone Case Pouch & Travel Organizer for Earphone, Pen Drives, Memory Card, Data Cable (Red Zip)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71Bi15QKLeL._AC_UL800_.jpg,https://www.amazon.in/AirCase-Earphone-Travel-Organizer-Drives/dp/B07XZ7YX9M/ref=sr_1_8957?qid=1679134200&s=electronics&sr=1-8957,4.3,"2,075",₹199,₹499
3956,Boltove® White Wrinkle Free Decoration Backdrop Curtain Drapes White Backdrop Panels Background for Photography Wedding Pa...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61WjmVyGM2L._AC_UL800_.jpg,https://www.amazon.in/Boltove%C2%AE-Decoration-Background-Photography-Anniversary/dp/B0BS3T2NLW/ref=sr_1_8958?qid=1679134200&s=electronics&sr=1-8958,3.6,42,₹579,"₹1,199"
3957,"Spigen Liquid Air Cover Case Designed for Galaxy Watch 4 (44mm) (Samsung Galaxy Watch 5 / 4 (44mm), Military Green) (Watch...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61zvcc9nOPL._AC_UL800_.jpg,https://www.amazon.in/Spigen-Rugged-Designed-Samsung-Galaxy/dp/B09NQS2FRY/ref=sr_1_8959?qid=1679134200&s=electronics&sr=1-8959,4.3,"8,553","₹1,499","₹2,699"
3958,POPIO Tempered Glass Screen Protector Compatible for Samsung Galaxy S10e with Edge to Edge Coverage and Easy Installation kit,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61TGvyJ0c2L._AC_UL800_.jpg,https://www.amazon.in/POPIO-Tempered-Protector-Compatible-Installation/dp/B091GNG8TN/ref=sr_1_8960?qid=1679134200&s=electronics&sr=1-8960,4,231,₹299,₹599
3959,"ESR Paper-Feel Screen Protector Compatible for iPad Pro 12.9 inches 2022/2021/2020/2018, Put Pencil to Paper, Thin and Res...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/712BdAj27lL._AC_UL800_.jpg,https://www.amazon.in/ESR-Paper-Feel-Protector-2020-Anti-Glare/dp/B084237PKK/ref=sr_1_8961?qid=1679134200&s=electronics&sr=1-8961,4.1,"1,821","₹1,614","₹2,099"
3960,Yodel Yo-3D Bluetooth Wireless In Ear Earphones With Microphone Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51PyBpu4ahL._AC_UL800_.jpg,https://www.amazon.in/Yodel-Bluetooth-Wireless-Earphones-Microphone/dp/B09FZ2W2VL/ref=sr_1_8962?qid=1679134200&s=electronics&sr=1-8962,3.4,835,₹279,"₹1,249"
3961,CEDO Samsung Tab A8 10.5 Inch Tempered Glass | Screen Protector Tempered Glass for Samsung Galaxy Tab A8 10.5 Inch (SM-X20...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71VSyeL4dwL._AC_UL800_.jpg,https://www.amazon.in/CEDO-Samsung-Tab-A8-Galaxy/dp/B09V58DSQQ/ref=sr_1_8963?qid=1679134200&s=electronics&sr=1-8963,4.1,289,₹399,₹999
3962,Powerup Stay Charged® Dual USB Port Compatible for All Smartphones and Tablets 3.4Amp High Speed Car Charger - Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61axq00S35L._AC_UL800_.jpg,https://www.amazon.in/Powerup-Charged-Compatible-Smartphones-Tablets/dp/B072PYSPY8/ref=sr_1_8964?qid=1679134200&s=electronics&sr=1-8964,,,₹370,"₹1,190"
3963,Juarez JRZ12KX Keyboard Stand with Straps,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71VxO7zdYOL._AC_UL800_.jpg,https://www.amazon.in/Juarez-JRZ12KX-Keyboard-Stand-Straps/dp/B088P63YYQ/ref=sr_1_8965?qid=1679134200&s=electronics&sr=1-8965,3.3,39,₹789,"₹1,590"
